"ID_SURVEY";"answer_date";"NPS";"num_questions_answered";"client_id_hash";"num_open_field_answered";"Nb_Caractères_Total_Questionnaire";"Concatenated_Open_Field_Answers";"survey_year";"Words_Corrected";"Answer_Length_Without_Space";"Valence_NRC";"Polarity_Score_LIWC";"New_Client_Id_Client";"node_type.x";"New_Client_Id_Email";"node_type.y";"email_id"
"002B69C2BC98955550E52A680486DC93";2019-04-18;7;2;"fde6de307946e60fc68ede0033402a58c8e6049e62bd8ce9eeec28b9a01c030b";NA;NA;NA;2019;NA;NA;NA;NA;413904;"client_id_hash";413904;"email_id";"351916"
"002DFFEEF102C626AE199B12149E4260";2020-06-28;10;15;"14cee93bda4948bd60751a3ba1c798095d46f56bb4ee12b6ba8137badf0d1920";1;90;"J'ai été très bien conseillé et et le vendeur a été cherché ma taille qui me correspondait";2020;"j'ai conseillé vendeur cherché taille correspondait";46;0;0;247986;"client_id_hash";247986;"email_id";"1532740"
"00326562D7A88DB15F7A85D92D31B982";2020-05-18;10;18;"009337b9dab2de6b9cca29707e518d754b977bee018000c72b4e69def9b52017";1;53;"j aime ces vêtement sport et  ville  ils confortables";2020;"aime vêtement sport ville confortables";34;0;200;3883;"client_id_hash";3883;"email_id";"1140836"
"00335593E9F5CA7AAF892783AB0A4CE3";2019-07-01;8;15;"3c396bfe8b8344c4f4bdc3f68176de5225d5337bee5e35a7c18367300ccd3b54";1;72;"Belle boutique attirante et articles de qualité à des prix intéressants.";2019;"belle boutique attirante articles qualité prix intéressants";53;1;300;244668;"client_id_hash";244668;"email_id";"467154"
"0033E0EA1AAC8A62F9B088BEF0B0AF4E";2019-10-05;10;1;"3601bfe8a6c205b4be41a7d533f72659d2a30126b266333d9ad40ba2bfee2e79";NA;NA;NA;2019;NA;NA;NA;NA;401454;"client_id_hash";401454;"email_id";"845363"
"0037A1640B0ABC6601FA2ADBAEB50BF3";2020-08-16;10;14;"098d1508e024f44885fc33b019f52b7a820996805e1f4ad3d4c334fb6b28786f";NA;NA;NA;2020;NA;NA;NA;NA;289343;"client_id_hash";289343;"email_id";"1284504"
"0037FD4B948830C4545F7AE108A05553";2020-08-30;8;14;"cb7e20a005bcc0d49d61020c3afba2f5fdf31a80b6bfffad8b4ba65fb7c446cf";1;30;"Amabilité, choix, présentation";2020;"amabilité choix présentation";26;1;0;293864;"client_id_hash";293864;"email_id";"1292139"
"00393C118BA26A7C34CAD07EEF28ED54";2020-06-18;10;15;"bfbfb8a36bf72c013c1b123b552b92e04ac0f867c0d1076ba17a0d7f117255e4";NA;NA;NA;2020;NA;NA;NA;NA;373618;"client_id_hash";373618;"email_id";"1525655"
"0039F740E877A7609EC551F5424B5914";2020-08-19;10;18;"79d505f9f0950dd60a30c5678f7ebd469caef111bf25d77c07d199f85682750c";1;16;"Charmant accueil";2020;"charmant accueil";15;4;100;91804;"client_id_hash";91804;"email_id";"1743230"
"00400E1ADE9203296939AA47EFE3374A";2020-05-18;10;15;"2257f5413c620732979370c42391cd7937a518cf92ad1be526b08d607dade814";1;22;"Amabilité du personnel";2020;"amabilité personnel";18;0;0;243880;"client_id_hash";243880;"email_id";"289226"
"00440A3D093D346CC08AB4F3322F370A";2019-03-22;10;15;"e84eb18b643cf32b555c7f39ad80c01c389df43293b7ecbf46bc1332324492a4";1;9;"tres bien";2019;NA;NA;NA;NA;114444;"client_id_hash";114444;"email_id";"358968"
"00451DE716B3BCB28053DC037E469C28";2021-02-11;9;18;"57248c77aabe819bb35064684f27032f40433e4247ae1b373d35adce5d50ad80";2;39;"Reservation sur Internet // vendeurs sympas";2021;"réservation internet vendeurs sympas";33;0;100;257317;"client_id_hash";257317;"email_id";"1906373"
"004775FA0820BCF6A7F7AAC1E6D843E8";2019-01-12;9;15;"8bf9109fff1604330dbea2865987cd0dfe587774d2d5285e8fcf75b84e727e77";1;15;"Qualité accueil";2019;"qualité accueil";14;1;0;291936;"client_id_hash";291936;"email_id";"80553"
"004A71A4621239E684F5CF9DBD87A20A";2021-03-01;8;18;"39f6419ae422dd8cfe1daaa6cd2a971a19f582ac97ebf7545e8265251a152463";1;10;"Site clair";2021;"site clair";9;0;100;462336;"client_id_hash";462336;"email_id";"1401274"
"004C8B0CA2DC00F9A726F4085C05AEEC";2019-06-08;10;13;"15a722840060f60b831f2f195f197db4aa9dfac21d8770953cb3c9ec0714f34d";NA;NA;NA;2019;NA;NA;NA;NA;447070;"client_id_hash";447070;"email_id";"1376020"
"004CB675F11054834AE92A978C5C03AE";2019-12-13;9;15;"a6602d501697815236e774b70874e0d68484f7b6ad240c78734f2fdf6a4911c0";2;20;"Instagram // Bon acceuil";2019;"Instagram accueil";16;1;0;368107;"client_id_hash";368107;"email_id";"1446559"
"0051C25BD568F48EEAE84BE675B02176";2020-10-14;6;19;"b2519db1bfff33cfc8c9f3969e8e56733e228a62dbc617af959b550579666647";NA;NA;NA;2020;NA;NA;NA;NA;195543;"client_id_hash";195543;"email_id";"187811"
"00537CB49481C735E9EEBFCC55576369";2018-11-03;10;1;"890d647857e2c74cc43378f2cf93f14b9019fd46cb849f238bd2005f16b8b0ad";NA;NA;NA;2018;NA;NA;NA;NA;208684;"client_id_hash";208684;"email_id";"1305497"
"0056C9D66499985E2533CE01FED4CFA6";2020-06-29;9;15;"9330fa4e48cc1bbd3745f0b01577cff7f6313d1bde72286db22d53e88d6aef80";1;33;"Beau magasin offres et prix sympa";2020;"magasin offres prix sympa";22;2;300;91132;"client_id_hash";91132;"email_id";"54315"
"0059A3E89CB8167B5EB5C054B2DA8357";2019-07-01;9;10;"4e5677e72cffdc79a54d8f8d03fe46851483c86421cf124ad83bf9477da83b9b";1;47;"BON ACCUEIL ET CONSEILS ADAPTÉS, JOLIE BOUTIQUE";2019;"accueil conseils adaptés jolie boutique";35;2;100;232485;"client_id_hash";232485;"email_id";"1387646"
"005AF15E6DDA359100EFE334C1CE0F14";2019-05-25;10;15;"eb83e3221f5dd72a07b1a873efc4c782f85b938b84646eb356b021d5cfcd4cde";1;28;"Tres bon accueil bon conseil";2019;"accueil conseil";14;3;0;312834;"client_id_hash";312834;"email_id";"1375535"
"005EBA90C4351CCD3F87344268E8EE4D";2021-10-08;8;14;"6102c56baa33b6bbaa083a6146fcba842ac4c551ace1e7a5b396542d73792ba7";1;39;"Le magasin et le parking sont agreables";2021;"magasin parking agréables";23;1;0;196681;"client_id_hash";196681;"email_id";"548361"
"00613DCE1B22DA79AF1F78E0603C7086";2019-07-24;10;8;"3f75843afb67120dd06fee3ef53b1c5a5e9c8736e92027f1943022a6a621a6ae";NA;NA;NA;2019;NA;NA;NA;NA;381051;"client_id_hash";381051;"email_id";"1396225"
"0063205DF1BDFA9A353B5AA5A0DB96E1";2021-03-17;10;14;"0cc37227b79af926d675439034f14e9c690474eb8cc51554ec00a171cbe24bbf";1;423;"L'Ã©quipe est rÃ©ellement disponible pour le client et de bon conseil.  D'autre part, par rapport Ã  notre visite d'il y a 2 ans, l'espace de vente est bien organisÃ© et le merchandising parfaitement mis en place. L'Ã©quipe surveille constamment la qualitÃ© de cette mise en place. Du coup la surface du magasin semble trop grande, mais lorsque nous sommes arrivÃ©s sur place, nous n'allons pas partir chez le  concurrent !";2021;"l'équipe réellement disponible client conseil d'autre part rapport visite d'il 2 ans l'espace vente organisé merchandising parfaitement mis place l'équipe surveille constamment qualité mise place coup surface magasin grande arrivés place n'allons partir concurrent";231;1;100;291495;"client_id_hash";291495;"email_id";"931557"
"0064824238293DCDD43C0B88BE6FD0CA";2021-01-12;9;14;"0ea13fe184bdec2dbcaf6c26e6568180fac6fbe58501b4bf164b5c628f0d6441";1;34;"BON ACCEUIL ET PRODUIT DE QUALITE.";2021;"accueil produit qualité";21;1;0;434009;"client_id_hash";434009;"email_id";"1876353"
"0066605E36114625D419EF7AB819E093";2020-07-06;10;16;"f924604945787787eefb08f938db69734b178a2d14f2b787e41e70e28f0ec036";1;13;"Super accueil";2020;"super accueil";12;1;100;312061;"client_id_hash";312061;"email_id";"1533285"
"0066E3EF7D9E0173042BF2AA9405B7FC";2020-12-09;9;20;"752acca45e809d736bf5868b1e51de1cdc86eac40ec23742ac799abdb95ec685";2;251;"Je ne suis toujours pas connectée à ce programme de fidélité, je ne reçois aucune offre !!!Les vendeurs me disent qu'ils vont résoudre le problème à chaque fois mais rien n'est fait, ce n'est pas très commercial ! // Bon accueil et patience de la vendeuse";2020;"connectée programme fidélité reçois offre vendeurs disent qu'ils résoudre problème n'est n'est commercial accueil patience vendeuse";116;2;100;230300;"client_id_hash";230300;"email_id";"235828"
"00695A48D38CD5E2667B4518EBA5CFC7";2018-09-24;10;1;"08fbaaca6c2179b6a8d7217711a536afcb8401ef07f5fe694208920b66a8a24d";NA;NA;NA;2018;NA;NA;NA;NA;261325;"client_id_hash";261325;"email_id";"605246"
"0069BF6241949C6D79194CBE9256C93F";2019-02-08;9;9;"a3f9fad55da6c8648645c6f43684956a28270e736f05f36a4a97171325eca999";1;57;"j'ai trouvé le magasin agréable avec des superbes modéles";2019;"j'ai trouvé magasin agréable superbes modelés";40;1;100;219022;"client_id_hash";219022;"email_id";"1349379"
"006AF80835A5776F75FB830723DA6A15";2019-02-24;8;14;"990b3344807c2a4e26ee500775434700b9e48f6d3275dd1c91ad9ebaa33718a3";1;13;"Accueil choix";2019;"accueil choix";12;2;0;341184;"client_id_hash";341184;"email_id";"1354814"
"00708A770292311887CEF3C98F683403";2023-05-13;-Inf;14;"12c838bf41adf0ad3165bf657eca82c73063ac8d0dac03f12fb5f6aea02e491a";1;24;"Gentillesse du personnel";2023;"gentillesse personnel";20;0;100;562708;"client_id_hash";562708;"email_id";"2284021"
"00746F57F9DD427CD9CCF0DDC5F90DD5";2020-08-03;7;19;"35520dcc2df48ac4d62f0d1f02de20a938ac90911e074fbb3b9d57ac19a6748f";1;75;"Le colis a mis 1 semaine pour arriver alors qu'il était prévu pour 4 jours.";2020;"colis mis 1 semaine arriver qu'il prévu 4 jours";39;0;0;214620;"client_id_hash";214620;"email_id";"820440"
"007514C48E0ABEBE2EE2D93BC90AE91C";2018-09-16;10;12;"6138fd401f9a86e070848827c6e79a5978999e903633ed13852f1eaeef335130";1;26;"le site est facile d acces";2018;"site facile accès";15;0;100;119524;"client_id_hash";119524;"email_id";"1289941"
"00783B8F18CB206EB24CF6ABC705C1B2";2019-10-05;9;18;"b5d41cbc1b9a6a7859eaadaa7c0df0e8e11c41133a000f7e6bc4ca574a4e1704";1;77;"Je recherchais un gilet sans manche pour l'hiver avec de nombreuses poches...";2019;"recherchais gilet manche l'hiver poches";35;0;0;292706;"client_id_hash";292706;"email_id";"340631"
"0078DC7E72D77A21C6FD62D6A9008E06";2019-12-24;10;14;"ba728f07ef1c18588e8f1825bbe2d6ddd71f14105fd896b5039e6a9cf2145021";1;18;"tout était parfait";2019;"parfait";7;2;100;262822;"client_id_hash";262822;"email_id";"317732"
"007FB5791E8119A4647DE02EB122DD43";2019-10-17;10;15;"97344c31e679e54f24d6bde2bf93cb2abdabc7776e32d5fca09910306914c565";1;81;"Les vendeuses sont sympathiques et les produits de qualité, que demander de plus.";2019;"vendeuses sympathiques produits qualité demander";44;0;100;452314;"client_id_hash";452314;"email_id";"1422811"
"007FBAF95F9363D275A7A139A3651759";2019-08-07;6;15;"254bd20f941055f839d2c7b2c3699841e0f81edf820a81c4b88b3b35a9f75eff";1;98;"Je pensais que mon achat était en solde Satisfait que vous ayez repris la fabrication de ces boots";2019;"pensais achat solde satisfait repris fabrication boost";48;0;100;47521;"client_id_hash";47521;"email_id";"302863"
"00812BA39A5F9071CE0FA8857639EF24";2022-05-15;-Inf;15;"114fe494b3a4cdd1b881b1d61757afab2bc0666e36e99586b24adc3f3dc1c423";2;45;"RAS vendeuse top // TrÃ¨s satisfaite de mon achat";2022;"ras vendeuse top satisfaite achat";29;0;100;475240;"client_id_hash";475240;"email_id";"946063"
"0083F82500C8BC2D545CFEA3DE5FACE3";2020-02-20;10;14;"22bba92c07d5859011d92cc42b436b42d85c415045e4dcef88be589f7d883309";NA;NA;NA;2020;NA;NA;NA;NA;30696;"client_id_hash";30696;"email_id";"147829"
"0086C4D0F9CFB6BCF494D77DD13F754F";2020-08-08;8;17;"775f76c59c508df96b3bd1c4d327c27142cc9dd04d945ae102593a0407bfe388";NA;NA;NA;2020;NA;NA;NA;NA;472922;"client_id_hash";472922;"email_id";"1088364"
"0087570458748497C92A364404ADC90D";2022-04-28;-Inf;14;"5cda1634b690638b989eb1f57e3f1e279bfca1f66d14a1ca18ec58df64f7c3d1";1;28;"TrÃ¨s bon accueil et conseil";2022;"accueil conseil";14;3;0;172043;"client_id_hash";172043;"email_id";"2128853"
"0088029FE5DA87BE6082CE7367FD9CB2";2020-03-04;9;21;"6a9e13613c1a12f38414679cb99cbdc72a81b1225f4ea74cfa9539cfe3d5814e";1;61;"Manque certaines références  de la marque et certaines taille";2020;"manque références marque taille";28;-2;-100;313537;"client_id_hash";313537;"email_id";"1393307"
"008DF127E0BBE1E1721DF9B25B25EF21";2019-02-04;10;13;"6a124d5950d7e1188445ad0f18e2e497ec578d8673ff236412e95cafce53c380";1;103;"Le relationnel avec les vendeurs qui laissent le temps de choisir en répondant à la fois aux questions.";2019;"relationnel vendeurs laissent temps choisir répondant questions";57;1;0;43660;"client_id_hash";43660;"email_id";"4009"
"00998F4068E917175E65A7A887ECA662";2019-01-04;8;13;"9f6c088a537723d327941a50d97b44b66a7a258f7bc9914a92866bd12db7589f";1;11;"Bon acceuil";2019;"accueil";7;1;0;176719;"client_id_hash";176719;"email_id";"947201"
"009B08F68AF661B3B627F97B8A7989D9";2020-06-04;10;16;"f5847c5cd22462358ff8f9dfcd6c6386480cc05a2040cb9a04c22ea72dbe0ebe";1;50;"accueil sympathique et boutique propre et agréable";2020;"accueil sympathique boutique propre agréable";40;6;100;284051;"client_id_hash";284051;"email_id";"1520516"
"009B81CFD17931BB13CD1F5B88FE345F";2019-04-17;9;14;"43c813339a10a11798ef81c738502ab67f79bdf8418e88a1cf37b550dcc8171b";1;11;"bon accueil";2019;"accueil";7;1;0;264195;"client_id_hash";264195;"email_id";"1366019"
"009B9648DBE5799396FC8051BE3CB13B";2020-07-26;8;16;"42ca3abf124e45b208325e899c34bbbf9941c4103403472b8593183f0e154727";1;37;"La boutique et le personnel est sympa";2020;"boutique personnel sympa";22;0;100;274733;"client_id_hash";274733;"email_id";"251348"
"009C9B76BBB260EF1507B605DD092DBB";2019-06-11;9;12;"7829e7eef7b1959bb87fc1696b1a35539d8336d274f5a6a56f51b2734ded3203";NA;NA;NA;2019;NA;NA;NA;NA;364433;"client_id_hash";364433;"email_id";"1381647"
"009DC36258AFC5CD67323E2C4D3B41D0";2019-07-26;9;17;"56981ba084a5e4bf790fe636bf253f42a405ca7f4b3f59ea052fe367cd24f988";1;7;"Accueil";2019;"accueil";7;1;0;96843;"client_id_hash";96843;"email_id";"154109"
"009F3AE0D4271290E7AF89459F8E8B43";2019-08-16;8;12;"00349a1a48a323fa2808a0e37db2e890279c69298c14e43df6a70be41cb89ffc";1;31;"bon produit. Livraison correcte";2019;"produit livraison correcte";24;1;0;155195;"client_id_hash";155195;"email_id";"85885"
"009F601BF9905664D16645FC0B023436";2020-12-07;10;16;"4b780d22ee20f22fe20e41dfbbe854a1aaadf42681f57484a15f2c0ff0d4ae8f";1;15;"ACCUEIL PARFAIT";2020;"accueil parfait";14;3;100;55129;"client_id_hash";55129;"email_id";"1817359"
"00A00C04C9A82BC2E53D167B75742B46";2020-10-23;8;16;"2ce1ff38506ef71addd7413bdb6f6cc8c10bc5b7fc66263a2616fcdb5d44cd76";NA;NA;NA;2020;NA;NA;NA;NA;203064;"client_id_hash";203064;"email_id";"1475050"
"00A09CFCEF2EA3766CA1C4CBDA019722";2020-05-31;10;15;"69b3348f4588f3c34a1f572293e968991fa3212d554e89b6552cd49ed7077194";1;39;"Très sympa et accueillant et très agréa";2020;"sympa accueillant agréa";21;0;100;294775;"client_id_hash";294775;"email_id";"1520988"
"00A0EDB9E7B82AEAF42BB5499DB4EDD1";2019-04-09;9;14;"cbf25cb95f18c35ef039753fae8870f74a4daf1274b18edee9842e0f0a22f585";1;40;"Bon accueil, produits très intéressant s";2019;"accueil produits intéressant";26;1;0;378443;"client_id_hash";378443;"email_id";"1261973"
"00A69DD0E52DF9FFEF8C7640F6DC3E96";2020-03-08;8;1;"38c669428bfba150e0c14951348f554df4a601dfe3a462358c9ff9206ce6f631";NA;NA;NA;2020;NA;NA;NA;NA;461988;"client_id_hash";461988;"email_id";"1498508"
"00AAFB738DC25470D4351BD911F971FF";2020-01-09;9;19;"7bb80e7ae8fd3b7c8bc798d738082bc49ce72cf9fb26c719a9ed16e1076221cf";2;197;"La visite de l'entreprise proposée par l'Université inter-âges de Poitiers // Accueil et compétence des personnels dans un cadre atypique, surtout quand on a fait la visite de l'entreprise au préalable";2020;"visite l'entreprise proposée l'université inter âges Poitiers accueil compétence personnels cadre atypique visite l'entreprise préalable";122;3;0;143082;"client_id_hash";143082;"email_id";"1479490"
"00ADD3EFF10DFD729F3CF6C13646B838";2019-08-16;10;16;"cf3477800321033c8181475180320eb52f7223dc87bd3a4d68aa1b402b5fee56";1;63;"Site simple.Expédition rapide et évidemment produits de qualité";2019;"site simple.expédition rapide évidemment produits qualité";52;2;0;118052;"client_id_hash";118052;"email_id";"1373540"
"00AF822414A95071118FA9E28867FCAA";2022-04-18;-Inf;15;"f7b9bc558a579f0d73793620c6e15e607af67b234dd5006a8c4a875d818fef76";2;79;"J aime les collections  Mais un manque de choix dans les tailles // Plus de tailles";2022;"aime collections manque choix tailles tailles";40;-1;0;491737;"client_id_hash";491737;"email_id";"534072"
"00B013C968A9C693EC3F6F895585E105";2019-07-08;8;2;"9e41afef8a37dd0eedbed498f8fc87c31de2193d7c8a5c99742379beac2f4be6";1;104;"Boutique est grand n bien situé. Merchandise bien rangée n indicate n l'equipe  est amiable et patience.";2019;"boutique grand situé marchandise rangée indicateur l’équipe amiable patience";68;0;0;517041;"client_id_hash";517041;"email_id";"1391700"
"00B572F73A3A546D08FF0801724D08F1";2018-11-30;9;16;"13d7e6619d54f93cb5df9b11848065b4002a4c7ad17bf6862b50667c0d07ce3f";2;141;"L'accueil est bon, les conseils judicieux. J'y trouve les produits que je recherche. L'ambiance est agréable. Le personnel est a l'ecoute. // Non";2018;"l'accueil conseils judicieux j'y trouve produits recherche l'ambiance agréable personnel l’écoute";87;1;100;334685;"client_id_hash";334685;"email_id";"579542"
"00B93A6E8F9C935AB15B4BBEFE3A1257";2019-09-27;10;1;"1487af949face94e47d902f03ab1ae313504c4316ea9ec5603a886aa4795be6f";NA;NA;NA;2019;NA;NA;NA;NA;270610;"client_id_hash";270610;"email_id";"1416802"
"00BA5A3AC3FC74C8392BE80ECBC05D73";2018-10-26;10;15;"560efcc3fcad1c8f8d953d35a5bb0573eaef77ab28d7c71c3fc5135eda3cc6c0";1;35;"Personnel très très sympathique....";2018;"personnel sympathique";20;2;100;75246;"client_id_hash";75246;"email_id";"455224"
"00BB781E0E4E36FF74EF624CABDBBD61";2019-10-08;9;14;"dc688b9e654f4c8c671d5653860246852ed64fbd3ec0e0fc1f3bcb0dd20e85f5";1;24;"J ai été bien conseillée";2019;"conseillée";10;0;0;265048;"client_id_hash";265048;"email_id";"680856"
"00BE9537A2223E698533BC4A12C4C67E";2023-05-21;10;16;"33a89d1c63859b23f68675fad1f04458a95ef2628594199bee2be77d1cf88312";NA;NA;NA;2023;NA;NA;NA;NA;563754;"client_id_hash";563754;"email_id";"1908579"
"00BF0AFBBEC99460AEFE47480B993A86";2023-01-24;-Inf;11;"cf2d599423cfb3181c5df7e88d3ff5b81c4468dfe104681dc2b296d01ca61f27";NA;NA;NA;2023;NA;NA;NA;NA;137911;"client_id_hash";137911;"email_id";"811494"
"00C60F5C9934313CC576A741E1D2F79E";2021-08-16;10;12;"eb04aff9fcc352c41610ae4a7a56317f18a6f9cba0410680c92e7c2665b0d9a0";1;10;"Satisfaite";2021;"satisfaite";10;0;100;127931;"client_id_hash";127931;"email_id";"681376"
"00C8177E64D7392C3A4A1735FDF679BF";2021-02-12;9;14;"92e3793ae6818dbe0e8fbff2af09492178be3558ef5d9de61b67a9948ea363ff";NA;NA;NA;2021;NA;NA;NA;NA;128211;"client_id_hash";128211;"email_id";"1297212"
"00CA76C6DCCE2277442294049407A1A7";2019-05-25;9;9;"30452a69558f5a6c19c0fb73e6b557ce9c931e12f466d8ced27afbe5303c7f48";1;28;"accueil courtois et efficace";2019;"accueil courtois efficace";23;4;100;27695;"client_id_hash";27695;"email_id";"1376043"
"00CEF0C4A6C1911A6B01944D704F5705";2020-10-19;10;20;"f8ce286bfa0ecdc781e38a793f28d20eb57d6b14238e2954045dcbee92f610f1";NA;NA;NA;2020;NA;NA;NA;NA;423762;"client_id_hash";423762;"email_id";"1696942"
